"age","sex","category","population"
94,"Miehet","v1990",1
94,"Miehet","v2010",0
94,"Miehet","v2024",3
95,"Miehet","v1990",0
95,"Miehet","v2010",1
95,"Miehet","v2024",2
96,"Miehet","v1990",0
96,"Miehet","v2010",0
96,"Miehet","v2024",0
97,"Miehet","v1990",0
97,"Miehet","v2010",0
97,"Miehet","v2024",1
98,"Miehet","v1990",0
98,"Miehet","v2010",0
98,"Miehet","v2024",1
99,"Miehet","v1990",1
99,"Miehet","v2010",0
99,"Miehet","v2024",0
100,"Miehet","v1990",0
100,"Miehet","v2010",0
100,"Miehet","v2024",0
0,"Naiset","v1990",29
0,"Naiset","v2010",29
0,"Naiset","v2024",21
1,"Naiset","v1990",20
1,"Naiset","v2010",25
1,"Naiset","v2024",20
2,"Naiset","v1990",28
2,"Naiset","v2010",33
2,"Naiset","v2024",26
3,"Naiset","v1990",22
3,"Naiset","v2010",35
3,"Naiset","v2024",25
4,"Naiset","v1990",26
4,"Naiset","v2010",33
4,"Naiset","v2024",26
5,"Naiset","v1990",32
5,"Naiset","v2010",36
5,"Naiset","v2024",23
6,"Naiset","v1990",37
6,"Naiset","v2010",25
6,"Naiset","v2024",21
7,"Naiset","v1990",37
7,"Naiset","v2010",30
7,"Naiset","v2024",21
8,"Naiset","v1990",28
8,"Naiset","v2010",25
8,"Naiset","v2024",27
9,"Naiset","v1990",30
9,"Naiset","v2010",48
9,"Naiset","v2024",36
10,"Naiset","v1990",32
10,"Naiset","v2010",35
10,"Naiset","v2024",25
11,"Naiset","v1990",25
11,"Naiset","v2010",34
11,"Naiset","v2024",34
12,"Naiset","v1990",26
12,"Naiset","v2010",27
12,"Naiset","v2024",45
13,"Naiset","v1990",24
13,"Naiset","v2010",29
13,"Naiset","v2024",31
14,"Naiset","v1990",34
14,"Naiset","v2010",30
14,"Naiset","v2024",25
15,"Naiset","v1990",29
15,"Naiset","v2010",34
15,"Naiset","v2024",27
16,"Naiset","v1990",26
16,"Naiset","v2010",32
16,"Naiset","v2024",36
17,"Naiset","v1990",26
17,"Naiset","v2010",32
17,"Naiset","v2024",27
18,"Naiset","v1990",20
18,"Naiset","v2010",43
18,"Naiset","v2024",27
19,"Naiset","v1990",25
19,"Naiset","v2010",26
19,"Naiset","v2024",13
20,"Naiset","v1990",28
20,"Naiset","v2010",20
20,"Naiset","v2024",4
21,"Naiset","v1990",23
21,"Naiset","v2010",13
21,"Naiset","v2024",10
22,"Naiset","v1990",19
22,"Naiset","v2010",13
22,"Naiset","v2024",7
23,"Naiset","v1990",26
23,"Naiset","v2010",7
23,"Naiset","v2024",6
24,"Naiset","v1990",24
24,"Naiset","v2010",10
24,"Naiset","v2024",15
25,"Naiset","v1990",15
25,"Naiset","v2010",25
25,"Naiset","v2024",13
26,"Naiset","v1990",25
26,"Naiset","v2010",15
26,"Naiset","v2024",14
27,"Naiset","v1990",23
27,"Naiset","v2010",17
27,"Naiset","v2024",17
28,"Naiset","v1990",30
28,"Naiset","v2010",30
28,"Naiset","v2024",16
29,"Naiset","v1990",25
29,"Naiset","v2010",26
29,"Naiset","v2024",20
30,"Naiset","v1990",29
